UserID;Medium;Condition;Time;Order;tempID
3;water;4;3846;23;197
3;water;2;350;24;198
3;water;0;650;25;199
3;water;5;542;26;200
3;water;1;1196;27;201
3;water;2;650;28;202
3;water;1;357;29;203
3;water;2;300;30;204
3;water;2;350;31;205
3;water;2;350;32;206
3;water;0;549;33;207
3;water;4;1897;34;208
3;water;2;400;35;209
3;water;1;361;36;210
3;water;1;531;1;211
3;water;0;500;2;212
3;water;1;341;3;213
3;water;1;367;4;214
3;water;4;7550;5;215
3;water;1;427;6;216
3;water;0;550;7;217
3;water;1;409;8;218
3;water;5;489;9;219
3;water;1;321;10;220
3;water;1;478;11;221
3;water;1;394;12;222
3;water;5;491;13;223
3;water;5;392;14;224
3;water;2;600;15;225
3;water;2;401;16;226
3;water;5;509;17;227
3;water;0;650;18;228
3;water;4;7582;19;229
3;water;2;401;20;230
3;water;5;912;21;231
3;water;2;600;22;232
3;water;0;600;23;233
3;water;5;453;24;234
3;water;2;450;25;235
3;water;0;501;26;236
3;water;4;3413;27;237
3;water;2;1449;28;238
3;water;4;7567;29;239
3;water;5;406;30;240
3;water;2;401;31;241
3;water;2;399;32;242
3;water;5;357;33;243
3;water;5;558;1;244
3;water;4;6017;2;245
3;water;5;441;3;246
3;water;0;551;4;247
3;water;0;600;5;248
3;water;1;359;6;249
3;water;1;322;7;250
3;water;1;299;8;251
3;water;0;400;9;252
3;water;5;424;10;253
3;water;1;591;11;254
3;water;0;400;12;255
3;water;4;3180;13;256
3;water;2;851;14;257
3;water;1;347;15;258
3;water;2;501;16;259
3;water;5;522;17;260
3;water;5;340;18;261
3;water;1;545;19;262
3;water;5;466;20;263
3;water;0;550;21;264
3;water;4;2815;22;265
3;water;5;440;23;266
3;water;4;3387;24;267
3;water;5;441;25;268
3;water;2;401;26;269
3;water;0;550;27;270
3;water;0;450;28;271
3;water;1;276;29;272
3;water;2;350;30;273
3;water;4;1829;31;274
3;water;2;450;32;275
3;water;0;550;33;276
3;water;4;3499;34;277
3;water;0;600;1;278
3;water;5;592;2;279
3;water;1;319;3;280
3;water;2;450;4;281
3;water;1;402;5;282
3;water;2;400;6;283
3;water;2;350;7;284
3;water;1;413;8;285
3;water;0;499;9;286
3;water;2;401;10;287
3;water;4;3910;11;288
3;water;5;571;12;289
3;water;4;4856;13;290
3;water;5;488;14;291
3;water;4;4520;15;292
3;water;0;451;16;293
3;water;5;505;17;294
3;water;5;538;18;295
3;water;0;551;19;296
3;water;5;488;20;297
3;water;5;520;21;298
3;water;2;300;22;299
3;water;5;492;23;300
3;water;4;2935;24;301
3;water;0;751;25;302
3;water;1;315;26;303
3;water;2;400;27;304
3;water;1;396;28;305
3;water;0;751;29;306
3;water;1;340;30;307
3;water;4;6512;31;308
3;water;0;601;32;309
3;water;4;3519;33;310
3;water;4;6350;1;311
3;water;0;600;2;312
3;water;2;350;3;313
3;water;4;3781;4;314
3;water;1;415;5;315
3;water;5;404;6;316
3;water;5;403;7;317
3;water;1;391;8;318
3;water;0;400;9;319
3;water;5;420;10;320
3;water;0;500;11;321
3;water;2;350;12;322
3;water;1;329;13;323
3;water;4;5152;14;324
3;water;2;700;15;325
3;water;4;9985;16;326
3;water;0;500;17;327
3;water;1;1178;18;328
3;water;0;449;19;329
3;water;2;400;20;330
3;water;1;351;21;331
3;water;2;350;22;332
3;water;5;790;23;333
3;water;0;701;24;334
3;water;5;491;25;335
3;water;2;349;26;336
3;water;1;613;27;337
3;water;2;500;28;338
3;water;0;1901;29;339
3;water;1;335;30;340
3;water;2;400;31;341
3;water;5;378;32;342
3;water;5;489;33;343
3;water;5;541;34;344
3;water;1;1440;1;345
3;water;0;550;2;346
3;water;1;342;3;347
3;water;1;355;4;348
3;water;2;499;5;349
3;water;0;650;6;350
3;water;4;5913;7;351
3;water;0;550;8;352
3;water;2;350;9;353
3;water;1;304;10;354
3;water;1;412;11;355
3;water;5;607;12;356
3;water;0;450;13;357
3;water;2;400;14;358
3;water;1;347;15;359
3;water;0;501;16;361
3;water;2;1100;17;363
3;water;0;550;18;364
3;water;4;8083;19;365
3;water;5;469;20;366
3;water;2;400;21;367
3;water;5;2755;22;368
3;water;1;594;23;369
3;water;2;351;24;370
3;water;5;454;25;371
3;water;1;451;26;372
3;water;2;1701;1;373
3;water;1;863;2;374
3;water;5;475;3;375
3;water;4;7341;4;376
3;water;5;475;5;377
3;water;1;483;6;378
3;water;5;492;7;379
3;water;1;721;8;380
3;water;5;458;9;381
3;water;4;5029;10;382
3;water;1;367;11;383
3;water;5;655;12;384
3;water;0;499;13;385
3;water;1;450;14;386
3;water;4;6900;15;387
3;water;0;650;16;388
3;water;5;523;17;389
3;water;5;421;18;390
3;water;4;5827;19;391
3;water;2;449;20;392
3;water;2;401;21;393
3;water;0;1051;22;394
3;water;5;552;23;395
3;water;1;393;24;396
3;water;2;500;25;397
3;water;1;337;26;398
3;water;2;400;27;399
3;water;2;450;28;400
3;water;2;350;29;401
3;water;0;500;30;402
3;water;2;451;31;403
3;water;1;286;32;404
3;water;0;651;1;405
3;water;1;355;2;406
3;water;1;323;3;407
3;water;1;394;4;408
3;water;0;551;5;409
3;water;1;292;6;410
3;water;5;470;7;411
3;water;1;400;8;412
3;water;1;424;9;413
3;water;1;415;10;414
3;water;5;422;11;415
3;water;5;470;12;416
3;water;2;350;13;417
3;water;2;600;14;418
3;water;5;489;15;419
3;water;0;400;16;420
3;water;4;5223;17;421
3;water;2;401;18;422
3;water;5;400;19;423
3;water;2;400;20;424
3;water;0;499;21;425
3;water;5;441;22;426
3;water;2;450;23;427
3;water;0;551;24;428
3;water;4;4785;25;429
3;water;2;400;26;430
3;water;4;8566;27;431
3;water;5;385;28;432
3;water;2;350;29;433
3;water;2;401;30;434
3;water;5;434;31;435
3;water;5;454;1;437
3;water;1;328;2;438
3;water;2;400;3;439
3;water;1;319;4;440
3;water;2;351;5;441
3;water;2;350;6;442
3;water;1;346;7;443
3;water;0;501;8;444
3;water;2;400;9;445
3;water;4;9479;10;446
3;water;5;773;11;447
3;water;4;9103;12;448
3;water;5;454;13;449
3;water;4;5590;14;450
3;water;0;700;15;451
3;water;5;538;16;452
3;water;5;555;17;453
3;water;0;550;18;454
3;water;5;373;19;455
3;water;5;557;20;456
3;water;2;399;21;457
3;water;5;353;22;458
3;water;4;7393;23;459
3;water;0;651;24;460
3;water;1;388;25;461
3;water;4;7787;26;462
3;water;2;2100;27;463
3;water;1;354;28;464
3;water;0;451;29;465
3;water;1;366;30;466
3;water;4;7614;31;467
3;water;0;550;32;468
3;water;4;4902;33;469
3;water;4;2575;1;471
3;water;5;974;2;472
3;water;0;751;3;473
3;water;0;401;4;474
3;water;1;287;5;475
3;water;1;271;6;476
3;water;1;284;7;477
3;water;0;400;8;478
3;water;4;2096;9;479
3;water;5;419;10;480
3;water;1;317;11;481
3;water;0;500;12;482
3;water;4;4883;13;483
3;water;2;350;14;484
3;water;1;473;15;485
3;water;2;300;16;486
3;water;5;390;17;487
3;water;5;422;18;488
3;water;1;305;19;489
3;water;5;430;20;490
3;water;0;500;21;491
3;water;4;3500;22;492
3;water;5;439;23;493
3;water;4;1523;24;494
3;water;5;457;25;495
3;water;2;400;26;496
3;water;0;550;27;497
3;water;0;500;28;498
3;water;1;318;29;499
3;water;2;350;30;500
3;water;4;4478;31;501
3;water;2;401;32;502
3;water;0;1301;33;503
3;water;4;5613;34;504
4;water;5;1226;1;505
4;water;5;2320;2;506
4;water;0;1301;3;507
4;water;0;1301;4;508
4;water;1;945;5;509
4;water;1;1342;6;510
4;water;1;775;7;511
4;water;0;851;8;512
4;water;5;1543;9;513
4;water;1;612;10;514
4;water;0;449;11;515
4;water;1;610;12;517
4;water;2;2602;13;518
4;water;5;638;14;519
4;water;5;786;15;520
4;water;1;842;16;521
4;water;5;606;17;522
4;water;0;1301;18;523
4;water;5;756;19;525
4;water;2;2001;20;526
4;water;0;700;21;527
4;water;0;900;22;528
4;water;1;420;23;529
4;water;2;550;24;530
4;water;2;951;25;531
4;water;0;700;26;532
4;water;0;650;1;533
4;water;2;1051;2;534
4;water;1;724;3;535
4;water;1;569;4;536
4;water;0;701;5;537
4;water;5;551;6;538
4;water;0;600;7;539
4;water;2;451;8;540
4;water;4;5027;9;541
4;water;1;574;10;542
4;water;2;800;11;543
4;water;0;400;12;544
4;water;1;565;13;545
4;water;0;500;14;546
4;water;2;651;15;547
4;water;1;478;16;548
4;water;2;451;17;549
4;water;5;474;18;550
4;water;0;550;19;551
4;water;5;424;20;552
4;water;2;699;21;553
4;water;1;310;22;554
4;water;2;1000;23;555
4;water;0;650;24;556
4;water;1;571;25;557
4;water;2;400;26;558
4;water;5;489;27;559
4;water;5;392;28;560
4;water;5;391;29;561
4;water;1;454;1;562
4;water;0;850;2;563
4;water;1;462;3;564
4;water;1;388;4;565
4;water;2;650;5;566
4;water;0;600;6;567
4;water;4;6479;7;568
4;water;0;801;8;569
4;water;2;400;9;570
4;water;1;306;10;571
4;water;1;470;11;572
4;water;0;700;12;573
4;water;2;750;13;574
4;water;1;356;14;575
4;water;0;850;15;576
4;water;0;801;16;577
4;water;0;500;17;578
4;water;2;449;18;579
4;water;0;700;19;580
4;water;2;501;20;581
4;water;4;6829;21;582
4;water;1;646;22;583
4;water;2;1600;23;584
4;water;1;642;24;585
4;water;1;568;1;586
4;water;1;481;2;587
4;water;1;338;3;588
4;water;4;7708;4;589
4;water;1;334;5;590
4;water;0;1202;6;591
4;water;1;296;7;592
4;water;5;442;8;593
4;water;1;304;9;594
4;water;1;322;10;595
4;water;1;355;11;596
4;water;5;372;12;597
4;water;5;323;13;598
4;water;2;1451;14;599
4;water;2;300;15;600
4;water;5;302;16;601
4;water;0;451;17;602
4;water;4;2334;18;603
4;water;2;600;19;604
4;water;5;375;20;605
4;water;2;350;21;606
4;water;0;750;22;607
4;water;5;402;23;608
4;water;2;400;24;609
4;water;0;350;25;610
4;water;4;3755;26;611
4;water;2;350;27;612
4;water;4;2672;28;613
4;water;5;489;29;614
4;water;2;450;30;615
4;water;2;901;31;616
4;water;5;508;32;617
4;water;5;787;1;618
4;water;0;750;2;619
4;water;0;500;3;620
4;water;1;483;4;621
4;water;1;306;5;622
4;water;1;321;6;623
4;water;0;550;7;624
4;water;5;971;8;625
4;water;1;368;9;626
4;water;0;400;10;627
4;water;2;501;11;628
4;water;1;359;12;629
4;water;2;600;13;630
4;water;5;487;14;631
4;water;5;337;15;632
4;water;1;438;16;633
4;water;5;438;17;634
4;water;0;551;18;635
4;water;5;419;19;636
4;water;5;523;20;637
4;water;2;650;21;638
4;water;0;900;22;639
4;water;0;650;23;640
4;water;1;341;24;641
4;water;2;349;25;642
4;water;2;450;26;643
4;water;0;601;27;644
4;water;0;801;1;645
4;water;5;453;2;646
4;water;1;373;3;647
4;water;2;450;4;648
4;water;1;353;5;649
4;water;2;400;6;650
4;water;2;700;7;651
4;water;1;353;8;652
4;water;0;650;9;653
4;water;2;350;10;654
4;water;5;407;11;655
4;water;4;6800;12;656
4;water;5;371;13;657
4;water;4;8525;14;658
4;water;0;501;15;659
4;water;5;371;16;660
4;water;5;372;17;661
4;water;0;600;18;662
4;water;5;358;19;663
4;water;5;319;20;664
4;water;2;750;21;665
4;water;5;339;22;666
4;water;0;600;23;667
4;water;1;302;24;668
4;water;2;401;25;669
4;water;1;272;26;670
4;water;0;550;27;671
4;water;1;297;28;672
4;water;0;400;29;673
4;water;1;499;1;674
4;water;0;551;2;675
4;water;1;352;3;676
4;water;1;386;4;677
4;water;2;449;5;678
4;water;0;551;6;679
4;water;4;9174;7;680
4;water;0;550;8;681
4;water;2;451;9;682
4;water;1;261;10;683
4;water;4;6336;11;684
4;water;4;7965;12;685
4;water;1;368;13;686
4;water;5;439;14;687
4;water;0;701;15;688
4;water;2;351;16;689
4;water;1;322;17;690
4;water;0;750;18;691
4;water;0;551;19;692
4;water;0;400;20;693
4;water;2;700;21;694
4;water;0;449;22;695
4;water;5;508;23;696
4;water;2;401;24;697
4;water;5;373;25;698
4;water;1;327;26;699
4;water;2;600;27;700
4;water;5;407;28;701
4;water;1;316;29;702
5;water;5;2008;1;703
5;water;5;841;2;704
5;water;0;851;3;705
5;water;0;450;4;706
5;water;1;605;5;707
5;water;1;414;6;708
5;water;1;407;7;709
5;water;0;499;8;710
5;water;5;458;9;711
5;water;1;343;10;712
5;water;0;401;11;713
5;water;2;1800;12;714
5;water;1;456;13;715
5;water;2;551;14;716
5;water;5;821;15;717
5;water;5;1310;16;718
5;water;1;340;17;719
5;water;5;422;18;720
5;water;0;601;19;721
5;water;4;8153;20;722
5;water;5;504;21;723
5;water;5;519;22;724
5;water;2;700;23;725
5;water;0;500;24;726
5;water;0;501;25;727
5;water;1;472;26;728
5;water;2;400;27;729
5;water;2;501;28;730
5;water;0;500;29;731
5;water;0;550;1;732
5;water;5;455;2;733
5;water;1;536;3;734
5;water;2;450;4;735
5;water;1;371;5;736
5;water;2;600;6;737
5;water;2;500;7;738
5;water;1;675;8;739
5;water;0;650;9;740
5;water;2;600;10;741
5;water;4;1471;11;742
5;water;5;657;12;743
5;water;4;1439;13;744
5;water;5;759;14;745
5;water;4;1505;15;746
5;water;0;600;16;747
5;water;5;740;17;748
5;water;5;657;18;749
5;water;0;650;19;750
5;water;5;523;20;751
5;water;5;474;21;752
5;water;2;501;22;753
5;water;5;441;23;754
5;water;4;1007;24;755
5;water;0;450;25;756
5;water;1;444;26;757
5;water;4;1124;27;758
5;water;2;501;28;759
5;water;1;438;29;760
5;water;4;1411;30;761
5;water;0;650;31;762
5;water;1;478;32;763
5;water;4;1060;33;764
5;water;0;600;34;765
5;water;4;1526;35;766
5;water;2;451;1;767
5;water;1;444;2;768
5;water;5;440;3;769
5;water;1;1158;4;770
5;water;5;838;5;771
5;water;1;609;6;772
5;water;5;523;7;773
5;water;1;644;8;774
5;water;5;555;9;775
5;water;0;551;10;776
5;water;1;677;11;777
5;water;0;750;12;778
5;water;5;640;13;779
5;water;5;621;14;780
5;water;2;950;15;781
5;water;2;1901;16;782
5;water;0;1201;17;783
5;water;5;819;18;784
5;water;1;2130;19;785
5;water;2;1099;20;786
5;water;1;460;21;787
5;water;2;850;22;788
5;water;2;450;23;789
5;water;2;350;24;790
5;water;0;600;25;791
5;water;2;2000;26;792
5;water;1;478;27;793
5;water;1;569;1;794
5;water;0;550;2;795
5;water;1;515;3;796
5;water;1;481;4;797
5;water;4;1991;5;798
5;water;1;432;6;799
5;water;0;551;7;800
5;water;1;546;8;801
5;water;5;604;9;802
5;water;1;349;10;803
5;water;4;3115;11;804
5;water;1;395;12;805
5;water;1;363;13;806
5;water;5;555;14;807
5;water;5;655;15;808
5;water;2;700;16;809
5;water;2;650;17;810
5;water;5;625;18;811
5;water;0;400;19;812
5;water;4;2407;20;813
5;water;2;600;21;814
5;water;5;638;22;815
5;water;2;751;23;816
5;water;0;650;24;817
5;water;5;469;25;818
5;water;2;549;26;819
5;water;0;550;27;820
5;water;4;3022;28;821
5;water;2;750;29;822
5;water;5;625;30;823
5;water;2;600;31;824
5;water;2;451;32;825
5;water;5;502;33;826
6;water;1;1399;1;827
6;water;0;1651;2;828
6;water;1;1186;3;829
6;water;1;948;4;830
6;water;2;1451;5;831
6;water;0;850;6;833
6;water;0;1351;7;835
6;water;2;1300;8;836
6;water;1;871;9;837
6;water;4;6818;10;839
6;water;4;5677;11;840
6;water;1;1887;12;841
6;water;5;1570;13;842
6;water;4;9429;14;843
6;water;0;1850;15;844
6;water;2;751;16;846
6;water;1;643;17;847
6;water;4;8688;18;848
6;water;0;751;19;849
6;water;0;750;20;851
6;water;0;650;21;854
6;water;2;800;22;855
6;water;0;549;23;856
6;water;4;7428;24;857
6;water;5;659;25;858
6;water;2;1300;26;859
6;water;5;673;27;860
6;water;4;2341;28;861
6;water;1;571;29;862
6;water;2;1300;30;863
6;water;5;708;31;864
6;water;1;752;32;865
6;water;4;2941;33;866
6;water;2;951;1;867
6;water;1;500;2;868
6;water;5;660;3;869
6;water;4;2538;4;870
6;water;4;2316;5;871
6;water;5;455;6;872
6;water;1;507;7;873
6;water;5;508;8;874
6;water;4;2983;9;875
6;water;1;549;10;876
6;water;5;537;11;877
6;water;3;455;12;878
6;water;3;351;13;879
6;water;4;2676;14;880
6;water;1;397;15;881
6;water;5;525;16;882
6;water;0;1400;17;883
6;water;1;433;18;884
6;water;4;4709;19;885
6;water;0;450;20;886
6;water;5;489;21;887
6;water;5;439;22;888
6;water;4;2984;23;889
6;water;2;500;24;890
6;water;4;2772;25;891
6;water;2;550;26;892
6;water;0;650;27;893
6;water;5;505;28;894
6;water;3;367;29;895
6;water;1;512;30;896
6;water;2;550;31;897
6;water;1;433;32;898
6;water;2;550;33;899
6;water;2;451;34;900
6;water;3;323;35;901
6;water;2;400;36;902
6;water;0;549;37;903
6;water;3;458;38;904
6;water;4;2052;39;905
6;water;2;501;40;906
6;water;3;462;41;907
6;water;1;349;42;908
6;water;1;513;1;909
6;water;0;650;2;910
6;water;1;510;3;911
6;water;3;450;4;912
6;water;1;413;5;913
6;water;1;548;6;914
6;water;3;1331;7;915
6;water;0;450;8;916
6;water;1;507;9;917
6;water;5;675;10;918
6;water;1;543;11;919
6;water;4;6903;12;920
6;water;1;483;13;921
6;water;1;688;14;922
6;water;3;446;15;923
6;water;5;528;16;924
6;water;3;312;17;925
6;water;3;402;18;926
6;water;5;555;19;927
6;water;2;751;20;928
6;water;2;701;21;929
6;water;5;854;22;930
6;water;0;551;23;931
6;water;4;3098;24;932
6;water;2;751;25;933
6;water;5;654;26;934
6;water;2;500;27;935
6;water;0;549;28;936
6;water;5;473;29;937
6;water;2;600;30;938
6;water;3;370;31;939
6;water;0;450;32;940
6;water;3;350;33;941
6;water;4;1672;34;942
6;water;2;401;35;943
6;water;3;376;36;944
6;water;5;477;37;945
6;water;2;500;38;946
6;water;2;500;39;947
6;water;5;421;40;948
6;water;5;606;1;949
6;water;4;8366;2;950
6;water;5;539;3;951
6;water;0;550;4;952
6;water;0;950;5;953
6;water;1;424;6;954
6;water;1;441;7;955
6;water;3;411;8;956
6;water;1;465;9;957
6;water;0;450;10;958
6;water;4;6152;11;959
6;water;5;526;12;960
6;water;3;441;13;961
6;water;1;689;14;962
6;water;0;600;15;963
6;water;4;9892;16;964
6;water;3;324;17;965
6;water;2;600;18;966
6;water;1;1041;19;967
6;water;2;550;20;968
6;water;5;508;21;969
6;water;3;458;22;970
6;water;5;490;23;971
6;water;1;641;24;972
6;water;3;340;25;973
6;water;5;472;26;974
6;water;0;450;27;975
6;water;4;3192;28;976
6;water;5;506;29;977
6;water;4;1798;30;978
6;water;5;476;31;979
6;water;2;600;32;980
6;water;0;450;33;981
6;water;3;401;34;982
6;water;0;551;35;983
6;water;1;424;36;984
6;water;2;450;37;985
6;water;4;4019;38;986
6;water;2;399;39;987
6;water;0;550;40;988
6;water;3;379;41;989
6;water;4;4834;42;990
7;water;1;606;1;991
7;water;0;701;2;992
7;water;1;619;3;993
7;water;1;548;4;994
7;water;2;900;5;995
7;water;0;450;6;997
7;water;4;7881;7;999
7;water;0;350;8;1000
7;water;2;550;9;1001
7;water;1;317;10;1002
7;water;4;5278;11;1004
7;water;1;803;12;1005
7;water;5;642;13;1006
7;water;0;900;14;1007
7;water;2;700;15;1009
7;water;1;572;16;1010
7;water;0;751;17;1011
7;water;0;600;18;1013
7;water;0;651;19;1016
7;water;2;600;20;1017
7;water;0;701;21;1018
7;water;5;788;22;1019
7;water;2;600;23;1020
7;water;5;606;24;1021
7;water;1;661;25;1022
7;water;2;650;26;1023
7;water;5;641;27;1024
7;water;1;512;28;1025
7;water;2;850;1;1026
7;water;1;341;2;1027
7;water;5;373;3;1028
7;water;4;1699;4;1029
7;water;4;2397;5;1030
7;water;5;392;6;1031
7;water;1;375;7;1032
7;water;5;386;8;1033
7;water;4;1183;9;1034
7;water;1;298;10;1035
7;water;5;355;11;1036
7;water;3;293;12;1037
7;water;3;342;13;1038
7;water;4;2233;14;1039
7;water;1;361;15;1040
7;water;5;352;16;1041
7;water;1;318;17;1043
7;water;4;2860;18;1044
7;water;0;451;19;1045
7;water;5;353;20;1046
7;water;5;371;21;1047
7;water;4;4265;22;1048
7;water;2;650;23;1049
7;water;2;350;24;1050
7;water;0;350;25;1051
7;water;5;390;26;1052
7;water;3;268;27;1053
7;water;1;627;28;1054
7;water;2;750;29;1055
7;water;1;245;30;1056
7;water;2;401;31;1057
7;water;2;251;32;1058
7;water;3;257;33;1059
7;water;2;251;34;1060
7;water;0;550;35;1061
7;water;3;338;36;1062
7;water;2;351;37;1063
7;water;3;387;38;1064
7;water;1;293;39;1065
7;water;1;7;1;1066
7;water;1;376;2;1067
7;water;0;501;3;1068
7;water;1;423;4;1069
7;water;3;264;5;1070
7;water;1;461;6;1071
7;water;4;2085;7;1072
7;water;1;309;8;1073
7;water;3;299;9;1074
7;water;0;550;10;1075
7;water;1;314;11;1076
7;water;5;372;12;1077
7;water;1;375;13;1078
7;water;1;394;14;1079
7;water;1;290;15;1080
7;water;3;342;16;1081
7;water;5;322;17;1082
7;water;3;312;18;1083
7;water;3;293;19;1084
7;water;5;359;20;1085
7;water;2;300;21;1086
7;water;2;251;22;1087
7;water;5;334;23;1088
7;water;0;449;24;1089
7;water;2;350;25;1090
7;water;5;393;26;1091
7;water;2;300;27;1092
7;water;0;501;28;1093
7;water;5;320;29;1094
7;water;2;300;30;1095
7;water;3;246;31;1096
7;water;0;850;32;1097
7;water;3;292;33;1098
7;water;2;400;34;1099
7;water;3;352;35;1100
7;water;5;375;36;1101
7;water;2;300;37;1102
7;water;2;300;38;1103
7;water;5;340;39;1104
7;water;5;573;1;1105
7;water;4;7018;2;1106
7;water;5;360;3;1107
7;water;0;399;4;1108
7;water;0;501;5;1109
7;water;1;265;6;1110
7;water;1;521;7;1111
7;water;3;319;8;1112
7;water;1;363;9;1113
7;water;0;499;10;1114
7;water;5;408;11;1115
7;water;3;341;12;1116
7;water;1;366;13;1117
7;water;0;400;14;1118
7;water;3;350;15;1119
7;water;2;601;16;1120
7;water;1;286;17;1121
7;water;2;701;18;1122
7;water;5;338;19;1123
7;water;3;344;20;1124
7;water;5;339;21;1125
7;water;1;713;22;1126
7;water;3;284;23;1127
7;water;5;352;24;1128
7;water;0;501;25;1129
7;water;5;422;26;1130
7;water;5;418;27;1131
7;water;2;1001;28;1132
7;water;0;600;29;1133
7;water;3;366;30;1134
7;water;0;451;31;1135
7;water;1;377;32;1136
7;water;2;300;33;1137
7;water;2;399;34;1138
7;water;0;600;35;1139
7;water;3;401;36;1140
8;water;1;686;1;1141
8;water;5;538;2;1142
8;water;5;586;3;1143
8;water;1;517;4;1144
8;water;5;587;5;1145
8;water;1;474;6;1146
8;water;5;454;7;1147
8;water;3;617;8;1148
8;water;3;418;9;1149
8;water;1;472;10;1150
8;water;5;537;11;1151
8;water;0;700;12;1152
8;water;1;540;13;1153
8;water;0;699;14;1154
8;water;5;556;15;1155
8;water;5;654;16;1156
8;water;2;751;17;1157
8;water;4;8981;18;1158
8;water;2;550;19;1159
8;water;0;600;20;1160
8;water;5;507;21;1161
8;water;3;396;22;1162
8;water;1;515;23;1163
8;water;2;399;24;1164
8;water;1;359;25;1165
8;water;2;400;26;1166
8;water;2;351;27;1167
8;water;3;408;28;1168
8;water;2;350;29;1169
8;water;0;451;30;1170
